Industry,Category,Description,Bedrooms/Baths,Price,Size,State,Location,Housing Type,Telephone,Contact Person,Email
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6665,Cyrus,Cyrus@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6666,Esteban,Esteban@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availabilityAmazing price great!!,,2700,,NY,(Upper East Side),Apartment,(789)654-6667,Braylen,Braylen@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6668,Albert,Albert@gmail.com
Real Estate,Sell,☀️ W 160'S LUXURY CONDO * BALCONY * W/D * MINT RENOVATION *,2BR / 2Ba,799000,935,NY,(Harlem / Morningside),Condo,(789)654-6669,Bruce,Bruce@gmail.com
Real Estate,Sell,2 bedroom with a good view Amazing praise wait for roommates,,2700,,NY,(Upper East Side),Apartment,(789)654-6670,Kamden,Kamden@gmail.com
Real Estate,Properties for rent,Prime Soho *Prince Street* Exposed bricks * Washer/Dryer,1BR / 1Ba,3295,,NY,(SoHo),Apartment,(789)654-6671,Lawson,Lawson@gmail.com
Real Estate,Properties for rent,Prime Soho *Prince Street* Exposed bricks * Washer/Dryer,1BR / 1Ba,3295,,NY,(SoHo),Apartment,(789)654-6672,Jamison,Jamison@gmail.com
Real Estate,Properties for rent,Gorgeous two / large two bedroom /amazing price,2BR / 1Ba,2700,,NY,(Upper East Side),Apartment,(789)654-6673,Sterling,Sterling@gmail.com
Real Estate,Sell,☀️ CONVERTIBLE 3 BEDROOM * W 150'S * 3 EXPOSURES * HIGH CEILINGS *,3BR / 1Ba,419000,,NY,(Inwood / Wash Hts),Apartment,(789)654-6674,Damon,Damon@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6675,Gunnar,Gunnar@gmail.com
Real Estate,Properties for rent,Prime Soho *Prince Street* Exposed bricks * Washer/Dryer,1BR / 1Ba,3295,,NY,(SoHo),Apartment,(789)654-6676,Kyson,Kyson@gmail.com
Real Estate,Properties for rent,Glorious 2 bedroom available immediately,,2700,,NY,(Upper East Side),Apartment,(789)654-6677,Luka,Luka@gmail.com
Real Estate,Properties for rent,Glorious 2 bedroom available immediately,,2695,,NY,(Upper East Side),Apartment,(789)654-6678,Franklin,Franklin@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom in Yorkville area,2BR / 1Ba,2700,,NY,(Upper East Side),Apartment,(789)654-6679,Ezequiel,Ezequiel@gmail.com
Real Estate,Sell,☀️ E 60'S OVERSIZED 1 BEDROOM * RENOVATED * EXPANSIVE LR * DOORMAN,,695000,800,NY,(Upper East Side),Apartment,(789)654-6680,Pablo,Pablo@gmail.com
Real Estate,Properties for rent,Small two bedroom for immediate availability,2BR / 1Ba,2395,,NY,(Upper East Side),Apartment,(789)654-6681,Derrick,Derrick@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6682,Zachariah,Zachariah@gmail.com
Real Estate,Properties for rent,LARGE * with Maid Service * Valet Parking * Gym * Nursery * 24/7 Doorm,2BR / 2Ba,4499,,NY,(Upper East Side),Apartment,(789)654-6683,Cade,Cade@gmail.com
Real Estate,Properties for rent,4 bedroom + back yard in Greenpoint for 3750,4BR / 1Ba,3750,1000,NY,"(Greenpoint, Williamsburg, Brooklyn)",Apartment,(789)654-6684,Jonas,Jonas@gmail.com
Real Estate,Properties for rent,Large 3 bedroom perfect share or family Apartmemt,3BR / 1Ba,6350,,NY,(West Village),Apartment,(789)654-6685,Dexter,Dexter@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6686,Kolton,Kolton@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6687,Remy,Remy@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6688,Hank,Hank@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6689,Tate,Tate@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6690,Trenton,Trenton@gmail.com
Real Estate,Properties for rent,Prime Soho *Prince Street* Exposed bricks * Washer/Dryer,1BR / 1Ba,3295,,NY,(SoHo),Apartment,(789)654-6691,Kian,Kian@gmail.com
Real Estate,Properties for rent,Glorious 2 bedroom available immediately,,2675,,NY,(Upper East Side),Apartment,(789)654-6692,Drew,Drew@gmail.com
Real Estate,Properties for rent,Fantastic 2 bedroom in Yorkville area.,2BR / 1Ba,2700,,NY,(Upper East Side),Apartment,(789)654-6693,Mohamed,Mohamed@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom in Yorkville area,2BR / 1Ba,2700,,NY,(Upper East Side),Apartment,(789)654-6694,Dax,Dax@gmail.com
Real Estate,Properties for rent,2 bedroom with a good view,,2700,,NY,(Upper East Side),Apartment,(789)654-6695,Rocco,Rocco@gmail.com
Real Estate,Properties for rent,2 bedroom with a good view,,2700,,NY,(Upper East Side),Apartment,(789)654-6696,Bowen,Bowen@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,NY,(Midtown West),Apartment,(789)654-6697,Mathias,Mathias@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6698,Ronald,Ronald@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6699,Francis,Francis@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6700,Matthias,Matthias@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6701,Milan,Milan@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6702,Maximilian,Maximilian@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6703,Royce,Royce@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6704,Skyler,Skyler@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6705,Corey,Corey@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom for immediate availability,,2700,,NY,(Upper East Side),Apartment,(789)654-6706,Kasen,Kasen@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom in Yorkville area,2BR / 1Ba,2700,,NY,(Upper East Side),Apartment,(789)654-6707,Drake,Drake@gmail.com
Real Estate,Properties for rent,Gorgeous two bedroom in Yorkville area,2BR / 1Ba,2700,,NY,(Upper East Side),Apartment,(789)654-6708,Gerardo,Gerardo@gmail.com
Real Estate,Properties for rent,2 bedroom with a good view amazing -large !,,2700,,NY,(Upper East Side),Apartment,(789)654-6709,Jayson,Jayson@gmail.com
Real Estate,Properties for rent,Professional Glass Door / Bathtub Door / Entrance Door / Custom Glass,,,,NY,(Elmhurst),House,(789)654-6710,Sage,Sage@gmail.com
Real Estate,Properties for rent,Professional Glass Door / Bathtub Door / Entrance Door / Custom Glass,,,,NY,,Apartment,(789)654-6711,Braylon,Braylon@gmail.com
Real Estate,Properties for rent,Professional Glass Door / Bathtub Door / Entrance Door / Custom Glass,,,,NY,,Condo,(789)654-6712,Benson,Benson@gmail.com
Real Estate,Properties for rent,***NEW LISTING*** NO FEE! HIGH FLOOR >< CORNER % NICE SUNNY VIEWS,1BR / 1Ba,3500,650,NY,(Upper East Side),Apartment,(789)654-6713,Moses,Moses@gmail.com
Real Estate,Properties for rent,Beautiful 3 Bedroom Apartment in PRIME Sunset Park,3BR / 1Ba,2395,1400,NY,(Sunset Park),Apartment,(789)654-6714,Alijah,Alijah@gmail.com
Real Estate,Properties for rent,PENTHOUSE DUPLEX APARTMENT with TERRACE-ROOFTOP,2BR / 0Ba,3500,1100,NY,(Sheepshead Bay),Apartment,(789)654-6715,Rhys,Rhys@gmail.com
Real Estate,Properties for rent,GREAT commercial space for rent,,2200,,NY,(Elmhurst),Apartment,(789)654-6716,Otto,Otto@gmail.com
Real Estate,Properties for rent,Studio in West Village with Backyard ** Call Now**,0BR / 1Ba,2400,,NY,(West Village),Apartment,(789)654-6717,Oakley,Oakley@gmail.com
Real Estate,Properties for rent,Prime Soho *Prince Street* Exposed bricks * Washer/Dryer,1BR / 1Ba,3295,,NY,(SoHo),Apartment,(789)654-6718,Armando,Armando@gmail.com
Real Estate,Properties for rent,Prime Soho *Prince Street* Exposed bricks * Washer/Dryer,1BR / 1Ba,3295,,NY,(SoHo),Apartment,(789)654-6719,Jaime,Jaime@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,NY,(Midtown West),Apartment,(789)654-6720,Nixon,Nixon@gmail.com
Real Estate,Properties for rent,Pocono home with land--buy a beautiful getaway home cheap,,40000,,NY,"(newfound,pa)",,(789)654-6721,Saul,Saul@gmail.com
Real Estate,Properties for rent,LARGE * with Maid Service * Valet Parking * Gym * Nursery * 24/7 Doorm,2BR / 2Ba,4499,,NY,(Upper East Side),Apartment,(789)654-6722,Scott,Scott@gmail.com
Real Estate,Properties for rent,Large 3 bedroom perfect share or family Apartmemt,3BR / 1Ba,6350,,NY,(West Village),Apartment,(789)654-6723,Brycen,Brycen@gmail.com
Real Estate,Sell,Excellent Corner Property For Owner User/Developer/Investor,,2750000,,NY,(LIC),Manufactured,(789)654-6724,Ariel,Ariel@gmail.com
Real Estate,Properties for rent,☀️ Lovely 1 bedroom with lots of sunlight! It has a granite kitchen,0BR / 1Ba,3400,,NY,(SoHo),Apartment,(789)654-6725,Enrique,Enrique@gmail.com
Real Estate,Properties for rent,Hard Money Lender Finances 90% Purchase & 100% Rehab,,,,NY,(Stamford),,(789)654-6726,Donald,Donald@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2499,,NY,(Upper East Side),Apartment,(789)654-6727,Chandler,Chandler@gmail.com
Real Estate,Sell,1 Family Home For Sale,4BR / 1.5Ba,559000,1623,NY,(St Albans),House,(789)654-6728,Edmund,Edmund@gmail.com
Real Estate,Properties for rent,Prime Soho *Prince Street* Exposed bricks * Washer/Dryer,1BR / 1Ba,3295,,NY,(SoHo),Apartment,(789)654-6729,Armani,Armani@gmail.com
Real Estate,Sell,"Hi Ranch, 2 Family home",3BR / 4Ba,799000,2444,NY,(South Beach),House,(789)654-6730,Erich,Erich@gmail.com
Real Estate,Sell,STUNNING ULTRA RARE ONE FAMILY DETACHED (NIXON AVE),4BR / 4Ba,1699000,3056,NY,(WARD HILL),House,(789)654-6731,Jess,Jess@gmail.com
Real Estate,Sell,1 Family Semi,3BR / 2Ba,539000,1248,NY,(Eltingville),House,(789)654-6732,Marques,Marques@gmail.com
Real Estate,Sell,"12,000 SQ.FT. COMMERCIAL WITH ANCHOR TENANT ON METRO",,3550000,12000,NY,(MIDDLE VILLAGE-REDUCED!),Condo,(789)654-6733,Devante,Devante@gmail.com
Real Estate,Sell,LARGE * with Maid Service * Valet Parking * Gym * Nursery * 24/7 Doorm,2BR / 2Ba,4499,,NY,(Upper East Side),Apartment,(789)654-6734,Morris,Morris@gmail.com
Real Estate,Sell,SPECTACULAR HILLSIDE ONE FAMILY DETACHED (NIXON AVE),5BR / 3Ba,1195000,4455,NY,(WARD HILL),House,(789)654-6735,Keon,Keon@gmail.com
Real Estate,Properties for rent,"6,543 sq ft Lot Used For Car/Boat Storage!",,800000,450,NY,(Rosebank),Land,(789)654-6736,Mickey,Mickey@gmail.com
Real Estate,Properties for rent,"BY BROKER 15UNIT BRICK BLDG. WITH 261K INCOME *3,750,000",,3750000,7000,NY,(MIDDLE VILLAGE),House,(789)654-6737,Nestor,Nestor@gmail.com
Real Estate,Sell,THINKING OF SELLING? SETTLING AN ESTATE? PLEASE READ...,,799000,,NY,(MIDDLE VILLAGE/MASPETH/GLENDALE),House,(789)654-6738,Deonte,Deonte@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,NY,(Midtown West),Apartment,(789)654-6739,Cale,Cale@gmail.com
Real Estate,Properties for rent,Nice Apartment for Rent By Owner,1BR / 1Ba,2750,,NY,(West Village),Apartment,(789)654-6740,Claude,Claude@gmail.com
Real Estate,Properties for rent,"72 acres of housing/recreational, investment property Syracuse west",,,,NY,(Camillus),,(789)654-6741,Darwin,Darwin@gmail.com
Real Estate,Properties for rent,INVESTOR ALERT!!! Awesome rancher by the lake!!!,3BR / 1Ba,79000,,NY,,House,(789)654-6742,Heriberto,Heriberto@gmail.com
Real Estate,Sell,Bridgeport CT Fairfield Co. Single Family Home North End,3BR / 2Ba,229900,2000,NY,(396 Salem Street),House,(789)654-6743,Antony,Antony@gmail.com
Real Estate,Properties for rent,REDUCED BY 10K!!!!HUGE Beverly Waterfront GEM!!!,5BR / 1Ba,29900,,NY,,House,(789)654-6744,Daquan,Daquan@gmail.com
Real Estate,Properties for rent,Medical Office For Rent,,2500,550,NY,(Bulls Head),Apartment,(789)654-6745,Van,Van@gmail.com
Real Estate,Properties for rent,1875 atlantic ave 2bd apt **crown heights *1971 Stuyvesant heights,2BR / 1Ba,2400,575,NY,(1875 atlantic ave),Apartment,(789)654-6746,Mitchel,Mitchel@gmail.com
Real Estate,Properties for rent,Beautiful brand new 2 bed 1.5 bath in the heart of college point.,,2000,1200,NY,(college point),Apartment,(789)654-6747,Pete,Pete@gmail.com
Real Estate,Properties for rent,Beautiful brand new 2 bed 1.5 bath in the heart of college point.,2BR / 1.5Ba,2000,1200,NY,(college point),Apartment,(789)654-6748,Marion,Marion@gmail.com
Real Estate,Sell,Beautifully renovated 1 family,3BR / 2Ba,369900,,NY,(Oldbridge NJ),House,(789)654-6749,Gino,Gino@gmail.com
Real Estate,Properties for rent,Astoria Reno Reduced No Fee By Owner Vacant walk to subway 30th Av,1BR / 1Ba,1600,,NY,(Astoria),Apartment,(789)654-6750,Bradly,Bradly@gmail.com
Real Estate,Properties for rent,Bring your Creativity to LIFE!!! Newton Street Special!!!,3BR / 1Ba,19000,,NY,,House,(789)654-6751,Dominik,Dominik@gmail.com
Real Estate,Properties for rent,1875 atlantic ave 1bd apt **crown heights **1971 Stuyvesant heights,2BR / 1Ba,2400,575,NY,(1875 atlantic ave),Apartment,(789)654-6752,Teddy,Teddy@gmail.com
Real Estate,Properties for rent,"Completely Renovated 3, 2 Bedrm & 1 Bedrm Condo in Heart of Grant City",0BR / 1Ba,,,NY,(Grant City),Condo,(789)654-6753,Adriel,Adriel@gmail.com
Real Estate,Properties for rent,1875 atlantic ave 2bed apt 2400 Stuyvesant heights2,2BR / 1Ba,2400,575,NY,(1875 atlantic ave),Apartment,(789)654-6754,Jabari,Jabari@gmail.com
Real Estate,Properties for rent,Beautiful Custom Built Tiny H@mes!!,,,,NY,,Apartment,(789)654-6755,Hans,Hans@gmail.com
Real Estate,Properties for rent,Beautiful Custom Built Tiny H@mes!!,,,,NY,,Apartment,(789)654-6756,Houston,Houston@gmail.com
Real Estate,Sell,Own Your Dream Home On Your Own Beach!!,,1580000,1084,NY,(Annadale),Land,(789)654-6757,Wallace,Wallace@gmail.com
Real Estate,Sell,Open Camden GEM of a Property!!! Newton Street Special!!!,3BR / 1Ba,19000,,NY,,House,(789)654-6758,Mackenzie,Mackenzie@gmail.com
Real Estate,Sell,Great Investment4 Family side by side.,4BR / 4Ba,875000,2072,NY,(Grant City),House,(789)654-6759,Landyn,Landyn@gmail.com
Real Estate,Sell,34+ acre Mountain land with year-round mild climate,,269900,,NY,(East Tennessee),Land,(789)654-6760,Stephon,Stephon@gmail.com
Real Estate,Properties for rent,"Beautiful Stucco Front, Red Brick Roof Townhouse in Fairview",3BR / 1Ba,45000,,NY,,House,(789)654-6761,Luciano,Luciano@gmail.com
Real Estate,Sell,"For Sale - Brookfield, CT Colonial- 4Bed 2.5Bath",4BR / 2.5Ba,379000,,NY,,House,(789)654-6762,Austen,Austen@gmail.com
Real Estate,Properties for rent,Store for rent in Manhattan retail 42nd street location- 2 months free,,2700,1200,NY,(Midtown West),Condo,(789)654-6763,Cordell,Cordell@gmail.com
Real Estate,Sell,Detached 2 family home,3BR / 1Ba,649000,2357,NY,(New Springville),,(789)654-6764,Estevan,Estevan@gmail.com
Real Estate,Sell,34+ acre Mountain land with year-round mild climate,,269900,,NY,(East Tennessee),Land,(789)654-6765,Omari,Omari@gmail.com
Real Estate,Sell,OPEN HOUSE SUN1DAY AUGUST 5TH,,879000,,NY,(TOTTENVILLE),,(789)654-6766,Bronson,Bronson@gmail.com
Real Estate,Sell,"PRICE REDUCTION 100,000 OFF 1,650.000 NOW 1,550,000 CALL NOW!!",6BR / 3Ba,1550000,2100,NY,(windsor terrace),House,(789)654-6767,Benito,Benito@gmail.com
Real Estate,Properties for rent,1875 atlantic ave 2bd apt 2400 Stuyvesant heights,2BR / 1Ba,2400,650,NY,(1875 atlantic ave),Apartment,(789)654-6768,Chaim,Chaim@gmail.com
Real Estate,Properties for rent,SHORT TERM FURNISHED stunner in Townhouse- Just REDUCED to rent,2BR / 2.5Ba,19495,2400,NY,(Chelsea),,(789)654-6769,Luther,Luther@gmail.com
Real Estate,Sell,"Welcome Home to this Sunny, Charming Detached Colonial",,549900,1296,NY,(Westerleigh),House,(789)654-6770,Brant,Brant@gmail.com
Real Estate,Properties for rent,"One Month Free... Large Renovated Alcove Studio w/terrace, No Fee",0BR / 1Ba,2050,619,NY,(Forest Hills),Apartment,(789)654-6771,Misael,Misael@gmail.com
Real Estate,Properties for rent,"CAP RATE, CAP RATE CAP RATE!!! FAIRVIEW SPECIAL!!!!",3BR / 1Ba,49000,,NY,,House,(789)654-6772,Darrius,Darrius@gmail.com
Real Estate,Sell,Great deal!! Trailer and Cabin on 5 Acres of Land and Water Frontage,4BR / 2Ba,190000,,NY,,House,(789)654-6773,Alijah,Alijah@gmail.com
Real Estate,Sell,• FOR SALE • 315 Delaware Ave - 2 FAMILY DETACHED,4BR / 3Ba,750000,,NY,(Staten Island),,(789)654-6774,Shea,Shea@gmail.com
Real Estate,Properties for rent,4 Bedroom ranch on mountain top in CHESHIRE,4BR / 2Ba,,2192,NY,(Cheshire),House,(789)654-6775,Mikel,Mikel@gmail.com
Real Estate,Sell,1 Family Elegant Home on Emerson Hill,,1299000,2800,NY,(Emeson Hill),House,(789)654-6776,Ronan,Ronan@gmail.com
Real Estate,Sell,Single Family Detached Colonial,3BR / 1.5Ba,659888,1016,NY,"(Westerleigh, Staten Island)",,(789)654-6777,Virgil,Virgil@gmail.com
Real Estate,Properties for rent,1875 atlantic ave2bd apt 2400 Stuyvesant heights,2BR / 1Ba,2400,575,NY,(1875 atlantic ave),Apartment,(789)654-6778,Kole,Kole@gmail.com
Real Estate,Sell,1 Family detached home,3BR / 2Ba,649900,1680,NY,(Great Kills),,(789)654-6779,London,London@gmail.com
Real Estate,Sell,Beautiful 6 bedroom 3.5 bath contemporary Great Location!,6BR / 3.5Ba,399000,3624,NY,(Chatham),house,(789)654-6780,Ulysses,Ulysses@gmail.com
Real Estate,Sell,Beautiful 6 bedroom 3.5 bath contemporary Great Location!,6BR / 3.5Ba,399000,3624,NY,(Chatham),house,(789)654-6781,Gonzalo,Gonzalo@gmail.com
Real Estate,Sell,Office + 3 Bedroom above For Sale! *Open House tomorrow 2-6.30pm*!,3BR / 1.5Ba,929000,,NY,(Union TurnPike corner 249St),,(789)654-6782,Kason,Kason@gmail.com
Real Estate,Properties for rent,"-- WATERFRONT LOT FOR SALE-Bayville,NJ - waterway 3 Lagoons wide --",,,5000,NY,"(Bayville,NJ)",Apartment,(789)654-6783,Bernardo,Bernardo@gmail.com
Real Estate,Sell,Colonial Home in Babylon,4BR / 3Ba,339900,1800,NY,,House,(789)654-6784,Cary,Cary@gmail.com
Real Estate,Properties for rent,Commercial Boutique And Office For Lease,,,425,NY,(S Richmond Hill),Flat,(789)654-6785,Dandre,Dandre@gmail.com
Real Estate,Sell,huge 2 family house in bedford park BRONX,7BR / 3Ba,979000,,NY,,House,(789)654-6786,Dangelo,Dangelo@gmail.com
Real Estate,Sell,MAGNIFICENT 1 FAMILY GUT RENOVATED IN PARKCHESTER BRONX,3BR / 3Ba,569000,,NY,,House,(789)654-6787,Donavan,Donavan@gmail.com
Real Estate,Properties for rent,3689 Jerusalem Avenue - B,3BR / 1.5Ba,2975,1100,NY,(Wantagh),Duplex,(789)654-6788,Keagan,Keagan@gmail.com
Real Estate,Sell,MAGNIFICENT 1 FAMILY GUT RENOVATED IN PARKCHESTER BRONX,3BR / 3Ba,569000,,NY,,House,(789)654-6789,Braylen,Braylen@gmail.com
